# Scan Time    : Fri, 18 Mar 2022 11:42:53 +0000 (GMT) +834035000 nsec
# Board Lane   : 7
# Board Loc    : BTOF - Northwest
# SiPM Biases  :  58.265  58.216  58.422  58.633
# SiPM Currents:   2.085   1.961   2.081   2.146
#
1 -1 101.7 0.00010 0.00010 1.21000      0          0.0 999.9990
1 -1 101.7 0.00030 0.00029 1.21000      0          0.0 999.9990
1  0  26.4 0.00870 0.00869 0.01806  78196    4329462.6 0.0036
1  0  26.4 0.00890 0.00889 0.01806  79190    4384497.2 0.0036
1  0  26.4 0.00910 0.00908 0.01806  79896    4423586.2 0.0035
1  0  26.4 0.00930 0.00928 0.01617  72362    4474762.5 0.0037
1  0  26.4 0.00950 0.00947 0.01617  72760    4499374.2 0.0037
1  0  26.4 0.00970 0.00967 0.01617  72956    4511494.6 0.0037
1  0  26.4 0.00990 0.00986 0.01617  73080    4519162.5 0.0037
1  0  26.4 0.01010 0.01006 0.01617  73140    4522872.9 0.0037
1  0  26.4 0.01030 0.01025 0.01617  73076    4518915.2 0.0037
1  0  26.4 0.01050 0.01055 0.01617  72768    4499868.9 0.0037
1  0  26.4 0.01070 0.01074 0.01617  72362    4474762.5 0.0037
1  0  26.4 0.01090 0.01094 0.01617  71716    4434814.7 0.0037
1  0  26.4 0.01110 0.01113 0.01617  70702    4372110.4 0.0038
1  0  26.4 0.01130 0.01133 0.01617  69314    4286278.5 0.0038
1  0  26.4 0.01150 0.01152 0.01617  67338    4164085.5 0.0039
1  0  26.4 0.01170 0.01172 0.01617  64292    3975725.2 0.0039
1  0  26.4 0.01190 0.01191 0.01617  61114    3779202.2 0.0040
1  0  26.4 0.01210 0.01211 0.01617  57654    3565240.8 0.0042
1  0  26.4 0.01230 0.01230 0.01617  54352    3361049.8 0.0043
1  0  26.4 0.01250 0.01250 0.01617  51886    3208555.9 0.0044
1  0  26.4 0.01270 0.01270 0.01617  50034    3094030.9 0.0045
1  0  26.4 0.01290 0.01289 0.01617  48902    3024029.6 0.0045
1  0  26.4 0.01310 0.01309 0.01617  48298    2986679.2 0.0046
1  0  26.4 0.01330 0.01328 0.01617  47692    2949205.0 0.0046
1  0  26.4 0.01350 0.01348 0.01617  47450    2934240.0 0.0046
1  0  26.4 0.01370 0.01367 0.01617  47308    2925459.0 0.0046
1  0  26.4 0.01390 0.01387 0.01617  47154    2915935.8 0.0046
1  0  26.4 0.01410 0.01406 0.01617  47054    2909752.0 0.0046
1  0  26.4 0.01430 0.01426 0.01617  46958    2903815.5 0.0046
1  0  26.4 0.01450 0.01445 0.01617  47014    2907278.4 0.0046
1  0  26.4 0.01470 0.01475 0.01617  46842    2896642.2 0.0046
1  0  26.4 0.01490 0.01494 0.01617  46806    2894416.0 0.0046
1  0  26.4 0.01510 0.01514 0.01617  46606    2882048.3 0.0046
1  0  26.4 0.01530 0.01533 0.01617  46734    2889963.6 0.0046
1  0  26.4 0.01550 0.01553 0.01617  46442    2871906.8 0.0046
1  0  26.4 0.01570 0.01572 0.01617  46492    2874998.7 0.0046
1  0  26.4 0.01590 0.01592 0.01617  46220    2858178.6 0.0047
1  0  26.4 0.01610 0.01611 0.01617  46118    2851871.1 0.0047
1  0  26.4 0.01630 0.01631 0.01617  45640    2822312.2 0.0047
1  0  26.4 0.01650 0.01650 0.01617  45126    2790527.2 0.0047
1  0  26.4 0.01670 0.01670 0.01617  44382    2744519.3 0.0047
1  0  26.4 0.01690 0.01689 0.01617  43528    2691709.2 0.0048
1  0  26.4 0.01710 0.01709 0.01617  42114    2604269.4 0.0049
1  0  26.4 0.01730 0.01729 0.01617  40556    2507925.0 0.0050
1  0  26.4 0.01750 0.01748 0.01617  38206    2362604.3 0.0051
1  0  26.4 0.01770 0.01768 0.01617  36286    2243874.3 0.0052
1  0  26.4 0.01790 0.01787 0.01617  33220    2054277.2 0.0055
1  0  26.4 0.01810 0.01807 0.01617  30438    1882242.3 0.0057
1  0  26.4 0.01830 0.01826 0.01617  27796    1718864.8 0.0060
1  0  26.4 0.01850 0.01846 0.01617  25410    1571318.0 0.0063
1  0  26.4 0.01870 0.01865 0.01617  23184    1433665.4 0.0066
1  0  26.4 0.01890 0.01895 0.01617  20456    1264969.7 0.0070
1  0  26.4 0.01910 0.01914 0.01617  18760    1160091.5 0.0073
1  0  26.4 0.01930 0.01934 0.01617  17786    1099860.8 0.0075
1  0  26.4 0.01950 0.01953 0.01617  16574    1024912.4 0.0078
1  0  26.4 0.01970 0.01973 0.01617  15680     969628.7 0.0080
1  0  26.4 0.01990 0.01992 0.01617  15304     946377.4 0.0081
1  0  26.4 0.02010 0.02012 0.01617  14568     900864.3 0.0083
1  0  26.4 0.02030 0.02031 0.01617  14084     870934.4 0.0084
1  0  26.4 0.02050 0.02051 0.01617  13570     839149.4 0.0086
1  0  26.4 0.02070 0.02070 0.01617  13322     823813.4 0.0087
1  0  26.4 0.02090 0.02090 0.01617  12818     792646.8 0.0088
1  0  26.4 0.02110 0.02109 0.01617  12660     782876.3 0.0089
1  0  26.4 0.02130 0.02129 0.01617  12092     747752.0 0.0091
1  0  26.4 0.02150 0.02148 0.01617  11852     732910.7 0.0092
1  0  26.4 0.02170 0.02168 0.01617  11368     702980.8 0.0094
1  0  26.4 0.02190 0.02188 0.01617  11150     689500.0 0.0095
1  0  26.4 0.02210 0.02207 0.01617  10568     653510.0 0.0097
1  0  26.4 0.02230 0.02227 0.01617  10338     639287.1 0.0098
1  0  26.4 0.02250 0.02246 0.01617   9966     616283.2 0.0100
1  0  26.4 0.02270 0.02266 0.01617   9686     598968.4 0.0102
1  0  26.4 0.02290 0.02285 0.01617   9248     571883.1 0.0104
1  0  26.4 0.02310 0.02314 0.01617   8804     544426.8 0.0107
1  0  26.4 0.02330 0.02334 0.01617   8252     510291.9 0.0110
1  0  26.4 0.02350 0.02354 0.01617   7980     493471.8 0.0112
1  0  26.4 0.02370 0.02373 0.01617   7570     468118.0 0.0115
1  0  26.4 0.02390 0.02393 0.01617   7172     443506.2 0.0118
1  0  26.4 0.02410 0.02412 0.01617   6742     416915.6 0.0122
1  0  26.4 0.02430 0.02432 0.01617   6348     392551.2 0.0126
1  0  26.4 0.02450 0.02451 0.01617   5752     355695.4 0.0132
1  0  26.4 0.02470 0.02471 0.01617   5434     336030.8 0.0136
1  0  26.4 0.02490 0.02490 0.01617   5030     311048.0 0.0141
1  0  26.4 0.02510 0.02510 0.01617   4502     278397.2 0.0149
1  0  26.4 0.02530 0.02529 0.01617   4148     256506.4 0.0155
1  0  26.4 0.02550 0.02549 0.01617   3732     230781.5 0.0164
1  0  26.4 0.02570 0.02568 0.01617   3336     206293.5 0.0173
1  0  26.4 0.02590 0.02588 0.01617   2958     182918.5 0.0184
1  0  26.4 0.02610 0.02607 0.01617   2714     167829.9 0.0192
